"UnitMass","ProductName","tvaluesold","tquantitysold","tkgsold","avgprice","highestprice","date"
"18.50KG CARTON","GRANNY SMITH,CL 1,100",6510,32,592,203.44,220,2014-11-19
"18.50KG CARTON","STARKING,CL 1,80",6850,33,610.5,207.58,230,2014-11-19
"18.50KG CARTON","GRANNY SMITH,CL 1,80",6900,34,629,202.94,220,2014-11-19
"18.50KG CARTON","GRANNY SMITH,CL 1,135",6300,35,647.5,180,180,2014-11-19
"18.50KG CARTON","GRANNY SMITH,CL 1,150",5250,35,647.5,150,150,2014-11-19
"18.50KG CARTON","GRANNY SMITH,CL 1,110",7630,39,721.5,195.64,210,2014-11-19
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,120",85540,485,8972.5,176.37,190,2014-11-19
"18.50KG CARTON","FUJI,CL 1,100",900,5,92.5,180,180,2014-11-19
"18.50KG CARTON","CRIPPS PINK,CL 1,80",11200,56,1036,200,200,2014-11-19
"18.50KG CARTON","TOPRED,CL 1,110",13130,69,1276.5,190.29,230,2014-11-19
"18.50KG CARTON","CRIPPS PINK,CL 1,100",11680,71,1313.5,164.51,220,2014-11-19
"18.50KG CARTON","STARKING,CL 1,70",17890,87,1609.5,205.63,250,2014-11-19
"18.50KG CARTON","TOPRED,CL 1,70",10280,93,1720.5,110.54,200,2014-11-19
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,90",21550,94,1739,229.26,240,2014-11-19
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,150",13720,98,1813,140,140,2014-11-19
"18.50KG CARTON","FUJI,CL 1,120",220,1,18.5,220,220,2014-11-20
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,70",230,1,18.5,230,230,2014-11-20
"18.50KG CARTON","ROYAL GALA,CL 1,120",150,1,18.5,150,150,2014-11-20
"18.50KG CARTON","TOPRED,CL 1,135",19570,102,1887,191.86,200,2014-11-20
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,120",20890,111,2053.5,188.2,200,2014-11-20
"18.50KG CARTON","STARKING,CL 1,100",21280,112,2072,190,190,2014-11-20
"18.50KG CARTON","STARKING,CL 1,135",21160,115,2127.5,184,190,2014-11-20
"18.50KG CARTON","GRANNY SMITH,CL 1,70",2510,12,222,209.17,220,2014-11-20
"18.50KG CARTON","GRANNY SMITH,CL 1,135",22800,124,2294,183.87,190,2014-11-20
"18.50KG CARTON","TOPRED,CL 1,80",20820,134,2479,155.37,250,2014-11-20
"18.50KG CARTON","CRIPPS PINK,CL 1,135",27300,144,2664,189.58,200,2014-11-20
"18.50KG CARTON","CRIPPS PINK,CL 1,120",30900,156,2886,198.08,200,2014-11-20
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,135",29890,169,3126.5,176.86,180,2014-11-20
"18.50KG CARTON","GRANNY SMITH,CL 1,90",3680,17,314.5,216.47,230,2014-11-20
"18.50KG CARTON","GRANNY SMITH,CL 1,100",3010,18,333,167.22,210,2014-11-20
"18.50KG CARTON","STARKING,CL 1,70",400,2,37,200,200,2014-11-20
"18.50KG CARTON","FUJI,CL 1,90",4620,20,370,231,240,2014-11-20
"18.50KG CARTON","STARKING,CL 1,110",3930,20,370,196.5,200,2014-11-20
"18.50KG CARTON","TOPRED,CL 1,100",44270,206,3811,214.9,230,2014-11-20
"18.50KG CARTON","GRANNY SMITH,CL 1,80",4420,22,407,200.91,220,2014-11-20
"18.50KG CARTON","CRIPPS PINK,CL 1,110",55290,247,4569.5,223.85,240,2014-11-20
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,198",510,3,55.5,170,170,2014-11-20
"18.50KG CARTON","TOPRED,CL 1,60",660,3,55.5,220,220,2014-11-20
"18.50KG CARTON","GRANNY SMITH,CL 1,110",7770,37,684.5,210,210,2014-11-20
"18.50KG CARTON","TOPRED,CL 1,120",7370,39,721.5,188.97,190,2014-11-20
"18.50KG CARTON","ROYAL GALA,CL 1,150",300,4,74,75,75,2014-11-20
"18.50KG CARTON","CRIPPS PINK,CL 1,100",106440,443,8195.5,240.27,250,2014-11-20
"18.50KG CARTON","CRIPPS PINK,CL 1,90",110400,460,8510,240,240,2014-11-20
"18.50KG CARTON","STARKING,CL 1,80",8140,49,906.5,166.12,210,2014-11-20
"18.50KG CARTON","CRIPPS PINK,CL 1,165",1200,5,92.5,240,240,2014-11-20
"18.50KG CARTON","GRANNY SMITH,CL 1,150",750,5,92.5,150,150,2014-11-20
"18.50KG CARTON","FUJI,CL 1,100",11660,53,980.5,220,220,2014-11-20
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,80",12040,55,1017.5,218.91,220,2014-11-20
"18.50KG CARTON","STARKING,CL 1,120",10080,56,1036,180,180,2014-11-20
"18.50KG CARTON","STARKING,CL 1,90",12900,61,1128.5,211.48,225,2014-11-20
"18.50KG CARTON","TOPRED,CL 1,70",8370,68,1258,123.09,250,2014-11-20
"18.50KG CARTON","TOPRED,CL 1,90",9320,68,1258,137.06,240,2014-11-20
"18.50KG CARTON","TOPRED,CL 1,110",13840,69,1276.5,200.58,220,2014-11-20
"18.50KG CARTON","CRIPPS PINK,CL 1,150",13440,73,1350.5,184.11,240,2014-11-20
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,100",15820,74,1369,213.78,220,2014-11-20
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,90",14330,81,1498.5,176.91,230,2014-11-20
"18.50KG CARTON","GRANNY SMITH,CL 1,120",17290,91,1683.5,190,190,2014-11-20
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,110",19030,94,1739,202.45,210,2014-11-20
"18.50KG CARTON","BRAEBURN,CL 1,100",200,1,18.5,200,200,2014-11-24
"18.50KG CARTON","BRAEBURN,CL 1,150",160,1,18.5,160,160,2014-11-24
"18.50KG CARTON","BRAEBURN,CL 1,80",200,1,18.5,200,200,2014-11-24
"18.50KG CARTON","STARKING,CL 1,110",195,1,18.5,195,195,2014-11-24
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,135",19350,119,2201.5,162.61,200,2014-11-24
"18.50KG CARTON","FUJI,CL 1,110",720,12,222,60,60,2014-11-24
"18.50KG CARTON","STARKING,CL 1,90",3520,16,296,220,250,2014-11-24
"18.50KG CARTON","BRAEBURN,CL 1,120",3240,18,333,180,180,2014-11-24
"18.50KG CARTON","TOPRED,CL 1,90",23490,185,3422.5,126.97,240,2014-11-24
"18.50KG CARTON","BRAEBURN,CL 1,110",380,2,37,190,190,2014-11-24
"18.50KG CARTON","CRIPPS RED,CL 1,110",440,2,37,220,240,2014-11-24
"18.50KG CARTON","GRANNY SMITH,CL 1,100",390,2,37,195,200,2014-11-24
"18.50KG CARTON","GRANNY SMITH,CL 1,198",320,2,37,160,160,2014-11-24
"18.50KG CARTON","FUJI,CL 1,90",5040,21,388.5,240,240,2014-11-24
"18.50KG CARTON","GRANNY SMITH,CL 1,90",4220,21,388.5,200.95,220,2014-11-24
"18.50KG CARTON","CRIPPS PINK,CL 1,100",47600,224,4144,212.5,220,2014-11-24
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,120",42530,234,4329,181.75,240,2014-11-24
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,100",4670,24,444,194.58,230,2014-11-24
"18.50KG CARTON","STARKING,CL 1,80",5410,27,499.5,200.37,210,2014-11-24
"18.50KG CARTON","CRIPPS PINK,CL 1,90",62990,283,5235.5,222.58,240,2014-11-24
"18.50KG CARTON","GRANNY SMITH,CL 1,70",5310,29,536.5,183.1,220,2014-11-24
"18.50KG CARTON","CRIPPS RED,CL 1,80",720,3,55.5,240,240,2014-11-24
"18.50KG CARTON","FUJI,CL 1,70",720,3,55.5,240,240,2014-11-24
"18.50KG CARTON","GRANNY SMITH,CL 1,110",420,3,55.5,140,140,2014-11-24
"18.50KG CARTON","GRANNY SMITH,CL 1,80",640,3,55.5,213.33,220,2014-11-24
"18.50KG CARTON","STARKING,CL 1,100",600,3,55.5,200,200,2014-11-24
"18.50KG CARTON","STARKING,CL 1,135",520,3,55.5,173.33,180,2014-11-24
"18.50KG CARTON","STARKING,CL 1,48",360,3,55.5,120,120,2014-11-24
"18.50KG CARTON","TOPRED,CL 1,150",540,3,55.5,180,180,2014-11-24
"18.50KG CARTON","TOPRED,CL 1,100",37720,314,5809,120.13,230,2014-11-24
"18.50KG CARTON","TOPRED,CL 1,120",7980,38,703,210,210,2014-11-24
"18.50KG CARTON","TOPRED,CL 1,80",28370,381,7048.5,74.46,250,2014-11-24
"18.50KG CARTON","CRIPPS PINK,CL 1,120",800,4,74,200,200,2014-11-24
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,216",240,4,74,60,60,2014-11-24
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,70",880,4,74,220,220,2014-11-24
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,90",8970,40,740,224.25,240,2014-11-24
"18.50KG CARTON","GRANNY SMITH,CL 1,135",7380,41,758.5,180,180,2014-11-24
"18.50KG CARTON","GRANNY SMITH,CL 1,120",8590,43,795.5,199.77,200,2014-11-24
"18.50KG CARTON","STARKING,CL 1,70",8720,43,795.5,202.79,240,2014-11-24
"18.50KG CARTON","TOPRED,CL 1,110",9460,43,795.5,220,240,2014-11-24
"18.50KG CARTON","CRIPPS PINK,CL 1,165",400,5,92.5,80,80,2014-11-24
"18.50KG CARTON","TOPRED,CL 1,60",1320,6,111,220,220,2014-11-24
"18.50KG CARTON","FUJI,CL 1,135",9520,63,1165.5,151.11,180,2014-11-24
"18.50KG CARTON","GRANNY SMITH,CL 1,150",5550,75,1387.5,74,170,2014-11-24
"18.50KG CARTON","TOPRED,CL 1,70",5510,77,1424.5,71.56,250,2014-11-24
"18.50KG CARTON","FUJI,CL 1,100",480,8,148,60,60,2014-11-24
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,150",560,8,148,70,140,2014-11-24
"18.50KG CARTON","CRIPPS PINK,CL 1,110",19370,90,1665,215.22,220,2014-11-24
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,110",18320,95,1757.5,192.84,210,2014-11-24
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,80",20190,98,1813,206.02,230,2014-11-24
"18.50KG CARTON","BRAEBURN,CL 1,110",180,1,18.5,180,180,2014-11-25
"18.50KG CARTON","BRAEBURN,CL 1,135",180,1,18.5,180,180,2014-11-25
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,198",140,1,18.5,140,140,2014-11-25
"18.50KG CARTON","TOPRED,CL 1,198",240,1,18.5,240,240,2014-11-25
"18.50KG CARTON","GRANNY SMITH,CL 1,150",1400,10,185,140,140,2014-11-25
"18.50KG CARTON","TOPRED,CL 1,60",2200,10,185,220,220,2014-11-25
"18.50KG CARTON","CRIPPS RED,CL 1,110",2460,13,240.5,189.23,200,2014-11-25
"18.50KG CARTON","GRANNY SMITH,CL 1,90",27040,131,2423.5,206.41,230,2014-11-25
"18.50KG CARTON","GRANNY SMITH,CL 1,100",25915,140,2590,185.11,220,2014-11-25
"18.50KG CARTON","STARKING,CL 1,70",3100,15,277.5,206.67,240,2014-11-25
"18.50KG CARTON","TOPRED,CL 1,70",2960,15,277.5,197.33,240,2014-11-25
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,90",32250,161,2978.5,200.31,230,2014-11-25
"18.50KG CARTON","TOPRED,CL 1,100",35100,164,3034,214.02,240,2014-11-25
"18.50KG CARTON","GRANNY SMITH,CL 1,120",2730,17,314.5,160.59,190,2014-11-25
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,135",32790,192,3552,170.78,180,2014-11-25
"18.50KG CARTON","BRAEBURN,CL 1,90",400,2,37,200,200,2014-11-25
"18.50KG CARTON","CRIPPS RED,CL 1,90",480,2,37,240,240,2014-11-25
"18.50KG CARTON","GALA,CL 1,120",120,2,37,60,60,2014-11-25
"18.50KG CARTON","TOPRED,CL 1,135",360,2,37,180,180,2014-11-25
"18.50KG CARTON","BRAEBURN,CL 1,120",4500,25,462.5,180,180,2014-11-25
"18.50KG CARTON","FUJI,CL 1,90",5480,27,499.5,202.96,230,2014-11-25
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,80",5650,27,499.5,209.26,230,2014-11-25
"18.50KG CARTON","CRIPPS PINK,CL 1,120",565,3,55.5,188.33,245,2014-11-25
"18.50KG CARTON","CRIPPS RED,CL 1,80",600,3,55.5,200,200,2014-11-25
"18.50KG CARTON","CRIPPS PINK,CL 1,90",6360,31,573.5,205.16,220,2014-11-25
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,100",64706,320,5920,202.21,220,2014-11-25
"18.50KG CARTON","GRANNY SMITH,CL 1,110",62906,322,5957,195.36,216,2014-11-25
"18.50KG CARTON","TOPRED,CL 1,110",6860,33,610.5,207.88,220,2014-11-25
"18.50KG CARTON","FUJI,CL 1,150",3600,36,666,100,100,2014-11-25
"18.50KG CARTON","BRAEBURN,CL 1,100",6320,38,703,166.32,200,2014-11-25
"18.50KG CARTON","CRIPPS PINK,CL 1,110",7310,38,703,192.37,220,2014-11-25
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,70",830,4,74,207.5,220,2014-11-25
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,110",86036,430,7955,200.08,216,2014-11-25
"18.50KG CARTON","STARKING,CL 1,120",8740,46,851,190,190,2014-11-25
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,120",80740,488,9028,165.45,190,2014-11-25
"18.50KG CARTON","CRIPPS PINK,CL 1,100",8485,49,906.5,173.16,245,2014-11-25
"18.50KG CARTON","STARKING,CL 1,110",11155,57,1054.5,195.7,200,2014-11-25
"18.50KG CARTON","CRIPPS PINK,CL 1,80",1200,6,111,200,220,2014-11-25
"18.50KG CARTON","STARKING,CL 1,80",13010,65,1202.5,200.15,220,2014-11-25
"18.50KG CARTON","TOPRED,CL 1,80",15890,69,1276.5,230.29,240,2014-11-25
"18.50KG CARTON","CRIPPS RED,CL 1,135",1400,7,129.5,200,200,2014-11-25
"18.50KG CARTON","GRANNY SMITH,CL 1,70",1450,7,129.5,207.14,220,2014-11-25
"18.50KG CARTON","TOPRED,CL 1,90",15000,70,1295,214.29,240,2014-11-25
"18.50KG CARTON","GRANNY SMITH,CL 1,80",15416,72,1332,214.11,220,2014-11-25
"18.50KG CARTON","CRIPPS PINK,CL 1,135",1580,8,148,197.5,200,2014-11-25
"18.50KG CARTON","STARKING,CL 1,100",15555,81,1498.5,192.04,200,2014-11-25
"18.50KG CARTON","STARKING,CL 1,135",1570,9,166.5,174.44,180,2014-11-25
"18.50KG CARTON","STARKING,CL 1,90",20575,99,1831.5,207.83,240,2014-11-25
"18.50KG CARTON","TOPRED,CL 1,*,110,*",2160,11,203.5,196.36,220,2014-11-26
"18.50KG CARTON","CRIPPS PINK,CL 1,*,100,*",2160,12,222,180,180,2014-11-26
"18.50KG CARTON","STARKING,CL 1,*,100,*",2400,12,222,200,200,2014-11-26
"18.50KG CARTON","STARKING,CL 1,*,90,*",24000,130,2405,184.62,230,2014-11-26
"18.50KG CARTON","TOPRED,CL 1,*,100,*",29580,148,2738,199.86,200,2014-11-26
"18.50KG CARTON","CRIPPS PINK,CL 1,*,70,*",2700,15,277.5,180,180,2014-11-26
"18.50KG CARTON","STARKING,CL 1,*,70,*",2760,15,277.5,184,200,2014-11-26
"18.50KG CARTON","GRANNY SMITH,CL 1,*,120,*",27390,152,2812,180.2,190,2014-11-26
"18.50KG CARTON","GRANNY SMITH,CL 1,*,90,*",3300,17,314.5,194.12,220,2014-11-26
"18.50KG CARTON","CRIPPS PINK,CL 1,*,90,*",3260,19,351.5,171.58,180,2014-11-26
"18.50KG CARTON","GRANNY SMITH,CL 1,*,100,*",3780,19,351.5,198.95,210,2014-11-26
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,*,120,*",34340,190,3515,180.74,190,2014-11-26
"18.50KG CARTON","CRIPPS PINK,CL 1,*,135,*",58800,245,4532.5,240,240,2014-11-26
"18.50KG CARTON","CRIPPS PINK,CL 1,*,80,*",3180,27,499.5,117.78,180,2014-11-26
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,*,135,*",46200,270,4995,171.11,180,2014-11-26
"18.50KG CARTON","TOPRED,CL 1,*,80,*",6620,29,536.5,228.28,240,2014-11-26
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,*,70,*",210,3,55.5,70,70,2014-11-26
"18.50KG CARTON","STARKING,CL 1,*,80,*",660,3,55.5,220,240,2014-11-26
"18.50KG CARTON","TOPRED,CL 1,*,60,*",660,3,55.5,220,220,2014-11-26
"18.50KG CARTON","STARKING,CL 1,*,135,*",63065,369,6826.5,170.91,190,2014-11-26
"18.50KG CARTON","FUJI,CL 1,*,120,*",400,4,74,100,100,2014-11-26
"18.50KG CARTON","TOPRED,CL 1,*,135,*",720,4,74,180,180,2014-11-26
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,*,90,*",9030,42,777,215,220,2014-11-26
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,*,100,*",8270,44,814,187.95,230,2014-11-26
"18.50KG CARTON","CRIPPS PINK,CL 1,*,120,*",109665,450,8325,243.7,245,2014-11-26
"18.50KG CARTON","CRIPPS PINK,CL 1,*,110,*",12365,51,943.5,242.45,245,2014-11-26
"18.50KG CARTON","FUJI,CL 1,*,80,*",11970,57,1054.5,210,245,2014-11-26
"18.50KG CARTON","GRANNY SMITH,CL 1,*,70,*",1200,6,111,200,200,2014-11-26
"18.50KG CARTON","TOPRED,CL 1,*,70,*",1340,6,111,223.33,240,2014-11-26
"18.50KG CARTON","GRANNY SMITH,CL 1,*,110,*",12300,63,1165.5,195.24,210,2014-11-26
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,*,110,*",12990,65,1202.5,199.85,210,2014-11-26
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,*,80,*",12600,76,1406,165.79,200,2014-11-26
"18.50KG CARTON","STARKING,CL 1,*,110,*",640,8,148,80,80,2014-11-26
"18.50KG CARTON","TOPRED,CL 1,*,90,*",19350,90,1665,215,260,2014-11-26
"18.50KG CARTON","STARKING,CL 1,*,120,*",15550,95,1757.5,163.68,210,2014-11-26
"18.50KG CARTON","CRIPPS PINK,CL 1,*,120,*",70,1,18.5,70,70,2014-12-01
"18.50KG CARTON","FUJI,CL 1,*,70,*",230,1,18.5,230,230,2014-12-01
"18.50KG CARTON","GRANNY SMITH,CL 1,*,135,*",180,1,18.5,180,180,2014-12-01
"18.50KG CARTON","STARKING,CL 1,*,100,*",2000,10,185,200,200,2014-12-01
"18.50KG CARTON","CRIPPS RED,CL 1,*,110,*",21280,112,2072,190,190,2014-12-01
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,*,90,*",2570,13,240.5,197.69,230,2014-12-01
"18.50KG CARTON","GRANNY SMITH,CL 1,*,70,*",2810,14,259,200.71,210,2014-12-01
"18.50KG CARTON","GRANNY SMITH,CL 1,*,80,*",2810,14,259,200.71,220,2014-12-01
"18.50KG CARTON","STARKING,CL 1,*,180,*",1400,14,259,100,100,2014-12-01
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,*,100,*",26820,149,2756.5,180,230,2014-12-01
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,*,135,*",25760,152,2812,169.47,180,2014-12-01
"18.50KG CARTON","TOPRED,CL 1,*,80,*",32325,156,2886,207.21,260,2014-12-01
"18.50KG CARTON","BRAEBURN,CL 1,*,100,*",3040,17,314.5,178.82,200,2014-12-01
"18.50KG CARTON","CRIPPS PINK,CL 1,*,110,*",2820,18,333,156.67,180,2014-12-01
"18.50KG CARTON","TOPRED,CL 1,*,198,*",480,2,37,240,240,2014-12-01
"18.50KG CARTON","GRANNY SMITH,CL 1,*,100,*",3810,20,370,190.5,220,2014-12-01
"18.50KG CARTON","GRANNY SMITH,CL 1,*,110,*",38910,201,3718.5,193.58,210,2014-12-01
"18.50KG CARTON","TOPRED,CL 1,*,110,*",5000,23,425.5,217.39,220,2014-12-01
"18.50KG CARTON","GRANNY SMITH,CL 1,*,120,*",4360,24,444,181.67,190,2014-12-01
"18.50KG CARTON","STARKING,CL 1,*,135,*",4425,24,444,184.38,190,2014-12-01
"18.50KG CARTON","STARKING,CL 1,*,70,*",2940,24,444,122.5,220,2014-12-01
"18.50KG CARTON","GRANNY SMITH,CL 1,*,90,*",4700,25,462.5,188,220,2014-12-01
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,*,120,*",44600,275,5087.5,162.18,190,2014-12-01
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,*,80,*",6470,29,536.5,223.1,240,2014-12-01
"18.50KG CARTON","CRIPPS RED,CL 1,*,90,*",210,3,55.5,70,70,2014-12-01
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,*,70,*",840,4,74,210,210,2014-12-01
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,*,150,*",4500,41,758.5,109.76,160,2014-12-01
"18.50KG CARTON","STARKING,CL 1,*,80,*",8595,47,869.5,182.87,215,2014-12-01
"18.50KG CARTON","CRIPPS PINK,CL 1,*,135,*",10780,49,906.5,220,220,2014-12-01
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,*,165,*",4900,49,906.5,100,100,2014-12-01
"18.50KG CARTON","STARKING,CL 1,*,120,*",8330,49,906.5,170,170,2014-12-01
"18.50KG CARTON","STARKING,CL 1,*,90,*",10680,49,906.5,217.96,220,2014-12-01
"18.50KG CARTON","FUJI,CL 1,*,80,*",1060,5,92.5,212,220,2014-12-01
"18.50KG CARTON","GRANNY SMITH,CL 1,*,150,*",700,5,92.5,140,140,2014-12-01
"18.50KG CARTON","TOPRED,CL 1,*,60,*",1100,5,92.5,220,220,2014-12-01
"18.50KG CARTON","TOPRED,CL 1,*,135,*",10800,54,999,200,200,2014-12-01
"18.50KG CARTON","TOPRED,CL 1,*,90,*",1460,6,111,243.33,250,2014-12-01
"18.50KG CARTON","STARKING,CL 1,*,110,*",700,7,129.5,100,100,2014-12-01
"18.50KG CARTON","TOPRED,CL 1,*,70,*",8060,76,1406,106.05,220,2014-12-01
"18.50KG CARTON","CRIPPS RED,CL 1,*,120,*",1800,9,166.5,200,200,2014-12-01
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,*,110,*",19010,92,1702,206.63,230,2014-12-01
"18.50KG CARTON","FUJI,CL 1,*,90,*",200,1,18.5,200,200,2014-12-02
"18.50KG CARTON","GRANNY SMITH,CL 1,*,135,*",170,1,18.5,170,170,2014-12-02
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,*,165,*",1100,10,185,110,110,2014-12-02
"18.50KG CARTON","TOPRED,CL 1,*,80,*",25980,109,2016.5,238.35,240,2014-12-02
"18.50KG CARTON","GRANNY SMITH,CL 1,*,165,*",3360,112,2072,30,30,2014-12-02
"18.50KG CARTON","TOPRED,CL 1,*,110,*",26570,129,2386.5,205.97,220,2014-12-02
"18.50KG CARTON","STARKING,CL 1,*,100,*",26400,135,2497.5,195.56,250,2014-12-02
"18.50KG CARTON","STARKING,CL 1,*,80,*",3250,16,296,203.13,230,2014-12-02
"18.50KG CARTON","STARKING,CL 1,*,110,*",31290,161,2978.5,194.35,220,2014-12-02
"18.50KG CARTON","STARKING,CL 1,*,120,*",29860,163,3015.5,183.19,220,2014-12-02
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,*,80,*",3810,19,351.5,200.53,240,2014-12-02
"18.50KG CARTON","CRIPPS PINK,CL 1,*,120,*",48020,196,3626,245,245,2014-12-02
"18.50KG CARTON","STARKING,CL 1,*,90,*",40950,198,3663,206.82,240,2014-12-02
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,*,135,*",41020,248,4588,165.4,180,2014-12-02
"18.50KG CARTON","TOPRED,CL 1,*,100,*",5270,25,462.5,210.8,230,2014-12-02
"18.50KG CARTON","CRIPPS PINK,CL 1,*,110,*",61250,250,4625,245,245,2014-12-02
"18.50KG CARTON","CRIPPS PINK,CL 1,*,100,*",67945,289,5346.5,235.1,245,2014-12-02
"18.50KG CARTON","GRANNY SMITH,CL 1,*,120,*",570,3,55.5,190,190,2014-12-02
"18.50KG CARTON","GRANNY SMITH,CL 1,*,150,*",4200,30,555,140,140,2014-12-02
"18.50KG CARTON","GRANNY SMITH,CL 1,*,100,*",6810,33,610.5,206.36,220,2014-12-02
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,*,120,*",71800,411,7603.5,174.7,200,2014-12-02
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,*,150,*",6300,45,832.5,140,140,2014-12-02
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,*,70,*",2915,47,869.5,62.02,220,2014-12-02
"18.50KG CARTON","GRANNY SMITH,CL 1,*,70,*",1040,5,92.5,208,220,2014-12-02
"18.50KG CARTON","GRANNY SMITH,CL 1,*,80,*",1110,5,92.5,222,230,2014-12-02
"18.50KG CARTON","TOPRED,CL 1,*,90,*",1210,5,92.5,242,250,2014-12-02
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,*,110,*",11570,56,1036,206.61,220,2014-12-02
"18.50KG CARTON","TOPRED,CL 1,*,70,*",8500,58,1073,146.55,240,2014-12-02
"18.50KG CARTON","STARKING,CL 1,*,70,*",480,6,111,80,80,2014-12-02
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,*,100,*",11000,68,1258,161.76,220,2014-12-02
"18.50KG CARTON","CRIPPS PINK,CL 1,*,150,*",11580,71,1313.5,163.1,180,2014-12-02
"18.50KG CARTON","GRANNY SMITH,CL 1,*,90,*",15560,71,1313.5,219.15,220,2014-12-02
"18.50KG CARTON","STARKING,CL 1,*,135,*",14910,71,1313.5,210,210,2014-12-02
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,*,90,*",17820,77,1424.5,231.43,250,2014-12-02
"18.50KG CARTON","FUJI,CL 1,*,80,*",1740,8,148,217.5,220,2014-12-02
"18.50KG CARTON","CRIPPS PINK,CL 1,*,135,*",22320,93,1720.5,240,240,2014-12-02
"18.50KG CARTON","BRAEBURN,CL 1,*,150,*",100,1,18.5,100,100,2014-12-03
"18.50KG CARTON","STARKING,CL 1,*,100,*",2360,10,185,236,250,2014-12-03
"18.50KG CARTON","TOPRED,CL 1,*,60,*",2200,10,185,220,220,2014-12-03
"18.50KG CARTON","STARKING,CL 1,*,80,*",21380,104,1924,205.58,240,2014-12-03
"18.50KG CARTON","GOLDEN DELICIOUS,CL 1,*,165,*",11700,106,1961,110.38,120,2014-12-03
"18.50KG CARTON","CRIPPS PINK,CL 1,*,120,*",22050,107,1979.5,206.07,245,2014-12-03
"18.50KG CARTON","GRANNY SMITH,CL 1,*,90,*",22470,115,2127.5,195.39,230,2014-12-03
"18.50KG CARTON","GRANNY SMITH,CL 1,*,70,*",1720,12,222,143.33,220,2014-12-03
"18.50KG CARTON","TOPRED,CL 1,*,100,*",2640,12,222,220,240,2014-12-03
"18.50KG CARTON","TOPRED,CL 1,*,70,*",3150,14,259,225,240,2014-12-03
"18.50KG CARTON","CRIPPS RED,CL 1,*,135,*",33830,142,2627,238.24,260,2014-12-03
"18.50KG CARTON","FUJI,CL 1,*,80,*",29400,147,2719.5,200,200,2014-12-03
"18.50KG CARTON","SUNDOWNER,CL 1,*,100,*",2400,15,277.5,160,160,2014-12-03
"18.50KG CARTON","STARKING,CL 1,*,90,*",37170,163,3015.5,228.04,240,2014-12-03
"18.50KG CARTON","GRANNY SMITH,CL 1,*,110,*",30220,166,3071,182.05,200,2014-12-03
"18.50KG CARTON","TOPRED,CL 1,*,110,*",3670,17,314.5,215.88,220,2014-12-03
